Codigo,Descripcion,No. Fabricante,In Stock,Pedido,Total,Tipo,Mes_1,Mes_2,Mes_3,Mes_4,Mes_5,Mes_6,Mes_7,Mes_8,Mes_9,Mes_10,Mes_11,Mes_12,Demanda 4 meses,Demanda 5 meses,Demanda 6 meses,Pedido Sugerido 4 meses,Pedido Sugerido 5 meses,Pedido Sugerido 6 meses
ACEI-EUROL-ATF-0003,ACEITE TRANSMISION  80W90 HPG MINERAL 5 LTS EUROL,,113.0,0.0,112.0,VENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0032381516,0.0038155643,0.0043929769999999,0.0,0.0,0.0
ACEI-EUROL-ATF-0003,ACEITE TRANSMISION  80W90 HPG MINERAL 5 LTS EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,117.0,115.0,113.0,113.0,0.0032381516,0.0038155643,0.0043929769999999,,,
ACEI-EUROL-ATF-0005,ACEITE ATF 1100 1 LT  F/SINTETICO  EUROL,,292.0,0.0,292.0,VENTA,0.0,0.0,0.0,0.0,1.0,8.0,5.0,2.0,0.0,2.0,2.0,0.0,9.005892204,9.006438447159999,9.00698469032,0.0,0.0,0.0
ACEI-EUROL-ATF-0005,ACEITE ATF 1100 1 LT  F/SINTETICO  EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,312.0,312.0,311.0,303.0,298.0,296.0,296.0,294.0,292.0,292.0,9.005892204,9.006438447159999,9.00698469032,,,
ACEI-EUROL-ATF-0006,ACEITE TRANSMISION  80W90 HPG 1 LT MINERAL  EUROL,,556.0,0.0,556.0,VENTA,0.0,0.0,0.0,0.0,4.0,21.0,1.0,11.0,9.0,12.0,3.0,0.0,24.881299530040003,24.88170559506,24.88211166008,0.0,0.0,0.0
ACEI-EUROL-ATF-0006,ACEITE TRANSMISION  80W90 HPG 1 LT MINERAL  EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,624.0,624.0,620.0,599.0,598.0,587.0,578.0,560.0,556.0,556.0,24.881299530040003,24.88170559506,24.88211166008,,,
ACEI-EUROL-ATF-0007,ACEITE 85W140 HPG EP CUBETA MINERAL EUROL,,21.0,0.0,21.0,VENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00090211332,0.00112764165,0.00135316998,0.0,0.0,0.0
ACEI-EUROL-ATF-0007,ACEITE 85W140 HPG EP CUBETA MINERAL EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,0.00090211332,0.00112764165,0.00135316998,,,
ACEI-EUROL-ATF-0008,ACEITE ATF III CUBETA MINERAL EUROL,,22.0,0.0,22.0,VENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACEI-EUROL-ATF-0008,ACEITE ATF III CUBETA MINERAL EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,,,
ACEI-EUROL-ATF-0009,ACEITE HIDRAULICO ISO-VG68 CUBETA MINERAL EUROL,,6.0,0.0,6.0,VENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACEI-EUROL-ATF-0009,ACEITE HIDRAULICO ISO-VG68 CUBETA MINERAL EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,,
ACEI-EUROL-ATF-0010,ACEITE 80W90 HPG CUBETA MINERAL EUROL,,21.0,0.0,21.0,VENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00090211332,0.00112764165,0.00135316998,0.0,0.0,0.0
ACEI-EUROL-ATF-0010,ACEITE 80W90 HPG CUBETA MINERAL EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,0.00090211332,0.00112764165,0.00135316998,,,
ACEI-EUROL-ATF-0011,ACEITE ATF III LTS MINERAL EUROL,,601.0,0.0,601.0,VENTA,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,19.0496799799,19.05005780364,19.05043562738,0.0,0.0,0.0
ACEI-EUROL-ATF-0011,ACEITE ATF III LTS MINERAL EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,624.0,624.0,605.0,605.0,605.0,604.0,601.0,601.0,601.0,601.0,19.0496799799,19.05005780364,19.05043562738,,,
ACEI-EUROL-ATF-0012,ACEITE 85W140 HPG EP GARRAFA MINERAL EUROL,,119.0,0.0,119.0,VENTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00090211332,0.00112764165,0.00135316998,0.0,0.0,0.0
ACEI-EUROL-ATF-0012,ACEITE 85W140 HPG EP GARRAFA MINERAL EUROL,0.0,0.0,0.0,,INVENTARIO,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,119.0,119.0,0.00090211332,0.00112764165,0.00135316998,,,
