nombrellanta,fecha,prediccion_6_meses,prediccion_5_meses,prediccion_4_meses
LLA-SAIL-PCR-0011,2025-12-01,0.00096566676,0.0008047223,0.00064377784
LLA-SAIL-PCR-0013,2025-12-01,4.00010661954,3.9998883914100007,2.0006484914100002
LLA-SAIL-PCR-0017,2025-12-01,3.9983093300000005,0.00141133,0.001129064
LLA-SAIL-PCR-0018,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCR-0020,2025-12-01,0.42038720173999994,0.31165708174,0.37410052773999997
LLA-SAIL-PCR-0021,2025-12-01,0.0012655434600000002,0.00105461955,0.00084369564
LLA-SAIL-PCR-0022,2025-12-01,7.970241778167999,7.970129854084,7.970017929999999
LLA-SAIL-PCR-0023,2025-12-01,4.6319617200000005,4.643390923000001,3.6908289229999998
LLA-SAIL-PCR-0024,2025-12-01,0.0015454669799999997,0.0012878891499999998,0.00103031132
LLA-SAIL-PCR-0025,2025-12-01,7.998533289879999,7.998288811299998,2.0006128113
LLA-SAIL-PCR-0026,2025-12-01,14.99976576364,9.00123536364,9.00083323182
LLA-SAIL-PCR-0027,2025-12-01,13.645683099999998,4.4056081,3.8040502
LLA-SAIL-PCR-0028,2025-12-01,0.0012298014000000001,0.0010248345,0.0008198676
LLA-SAIL-PCR-0029,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCR-0030,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCR-0031,2025-12-01,1.9990952688799999,1.9989444837099999,1.9987936985399999
LLA-SAIL-PCR-0032,2025-12-01,3.9983093300000005,0.00141133,0.001129064
LLA-SAIL-PCRHP-0003,2025-12-01,0.0009719290200000001,0.0008099408500000001,0.00064795268
LLA-SAIL-PCRHP-0004,2025-12-01,0.00114058362,0.00095048635,0.00076038908
LLA-SAIL-PCRHP-0005,2025-12-01,0.0019885692,0.001657141,0.0013257128
LLA-SAIL-PCRHP-0006,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0008,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0009,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0010,2025-12-01,0.9981758977499998,0.0015266277499999998,0.0012213022
LLA-SAIL-PCRHP-0011,2025-12-01,0.0007973616,0.000664468,0.0005315744
LLA-SAIL-PCRHP-0012,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0013,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0014,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0015,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0016,2025-12-01,5.068212831,3.4785301310000003,3.416607354
LLA-SAIL-PCRHP-0017,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0018,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0019,2025-12-01,1.8714683126000002,1.8707372750000004,1.4102697550000003
LLA-SAIL-PCRHP-0020,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0021,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRHP-0032,2025-12-01,0.00106454682,0.00088712235,0.00070969788
LLA-SAIL-PCRUHP-0003,2025-12-01,0.0010272384599999999,0.00085603205,0.00068482564
LLA-SAIL-PCRUHP-0004,2025-12-01,12.266340450399998,9.2675514504,6.2687624504
LLA-SAIL-PCRUHP-0005,2025-12-01,3.99878253365,3.9985796207099997,3.99837670777
LLA-SAIL-PCRUHP-0006,2025-12-01,0.00190372542,0.00158643785,0.00126915028
LLA-SAIL-PCRUHP-0008,2025-12-01,15.61140701799,15.611058078660001,15.610709139330002
LLA-SAIL-PCRUHP-0011,2025-12-01,1.9997425776499995,1.9993514443999996,0.0015929444
LLA-SAIL-PCRUHP-0012,2025-12-01,0.00086684682,0.00072237235,0.00057789788
LLA-SAIL-PCRUHP-0013,2025-12-01,3.9983093300000005,0.00141133,0.001129064
LLA-SAIL-PCRUHP-0014,2025-12-01,1.9990952688799999,1.9989444837099999,1.9987936985399999
LLA-SAIL-PCRUHP-0016,2025-12-01,0.99913315545,0.99898868098,0.99884420651
LLA-SAIL-PCRUHP-0018,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRUHP-0019,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRUHP-0020,2025-12-01,17.47869332,13.533542319999999,9.58839132
LLA-SAIL-PCRUHP-0024,2025-12-01,3.9985650184700003,3.9983258494800005,0.00096224948
LLA-SAIL-PCRUHP-0025,2025-12-01,66.9986073275,43.0007873275,42.000823527499996
LLA-SAIL-PCRUHP-0026,2025-12-01,3.9995156275,0.0015100275,0.001208022
LLA-SAIL-PCRUHP-0028,2025-12-01,0.0009047110200000001,0.0007539258500000001,0.00060314068
LLA-SAIL-PCRUHP-0030,2025-12-01,0.00096972462,0.00080810385,0.00064648308
LLA-SAIL-PCRUHP-0032,2025-12-01,18.998882784050004,18.998696563960003,18.998510343870002
LLA-SAIL-PCRUHP-0033,2025-12-01,1.9983914481500005,0.0013493481499999998,0.00107947852
LLA-SAIL-PCRUHP-0034,2025-12-01,14.865767834309999,14.86563328154,14.86549872877
LLA-SAIL-PCRUHP-0035,2025-12-01,9.384069390160002,4.9982653901599985,0.00121509016
LLA-SAIL-PCRUHP-0036,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRUHP-0037,2025-12-01,6.058749494100001,4.892336994100001,3.0711356941
LLA-SAIL-PCRUHP-0038,2025-12-01,3.99920912562,3.9990773068500003,3.99894548808
LLA-SAIL-PCRUHP-0039,2025-12-01,0.000358258518,0.000298548765,0.000238839012
LLA-SAIL-PCRUHP-0040,2025-12-01,0.00096566676,0.0008047223,0.00064377784
LLA-SAIL-PCRUHP-0041,2025-12-01,5.999129406360001,5.99898430422,5.99883920208
LLA-SAIL-PCRUHP-0042,2025-12-01,3.99920912562,3.9990773068500003,3.99894548808
LLA-SAIL-PCRUHP-0045,2025-12-01,0.0,0.0,0.0
LLA-SAIL-PCRUHP-0046,2025-12-01,4.12235667,4.097638816,4.072920962
LLA-SAIL-PCRUHP-0047,2025-12-01,0.99913315545,0.99898868098,0.99884420651
LLA-SAIL-PCRUHP-0048,2025-12-01,13.9983964796,12.0002670796,11.9993688015
LLA-SAIL-SUVAT-0001,2025-12-01,108.37508713,90.85968513,88.09195183
LLA-SAIL-SUVAT-0002,2025-12-01,0.0,0.0,0.0
LLA-SAIL-SUVAT-0003,2025-12-01,26.0171955578,23.394952557800003,19.3962392578
LLA-SAIL-SUVAT-0004,2025-12-01,19.998674950869997,16.00015625087,15.998661582070001
LLA-SAIL-SUVAT-0006,2025-12-01,194.00139692739998,193.99877946370003,193.99616200000003
LLA-SAIL-SUVAT-0007,2025-12-01,3.605407413,3.6042613304,3.6031152478
LLA-SAIL-SUVAT-0008,2025-12-01,0.0012529879200000001,0.0010441566,0.00083532528
LLA-SAIL-SUVAT-0009,2025-12-01,73.63803487999999,73.47952319999999,62.626317199999995
LLA-SAIL-SUVAT-0011,2025-12-01,13.2001853638,13.1995507319,13.198916100000002
LLA-SAIL-SUVAT-0012,2025-12-01,18.8175118,15.194355999999999,11.5709088
